img_id,anno_image_quality,anno_texts
mcocr_val_145115someq.jpg,0.7776130754740675,"INDUCTIONALIZING|||Tổng tiền:|||195,000"
mcocr_val_145115aikhi.jpg,0.7787668018553545,"INTERNOCONDINATION|||SĐT: 02462968138|||15-08-2020 1933|||Tổng|||24,000"
mcocr_val_145115ulhld.jpg,0.7179909117948087,"VINH QNH 112 Thanh Niên|||Số 112 Thanh Niên, P. Cám Thành|||YnCommerce|||TP. Cảm Phả, Quàng Ninh|||Ngày bán: 10/08/2020 17:33|||TỔNG TIỀN PHẢI T.TOÁN|||108,000"
mcocr_val_145115uojjp.jpg,0.8721605240827479,NHÀ SÁCH GD-TC CẨM PHẢ|||Đo: 212 Đường Trần Phú-Cẩm Phả|||ĐT 0333863328 - Fax 0333863328|||Thời gian:16:57:31 - 14/08/2020|||Tổng số thanh toán:|||30.000đ
mcocr_val_145115yomdk.jpg,0.5848191888746728,"VM4 QNH Dự án quỹ đất đường sắt|||DA QĐ dọc tuyến ĐS Tổ 3 Khu 2|||Vincommerce|||P. Câm Sơn, TP. Cảm Phà, T. ON|||Ngày bán: 15/08/2020 10:27|||TỔNG TIỀN PHẢI T.TOÁN|||39,900"
mcocr_val_145115ybbns.jpg,0.9544609370752872,"VM - QNH TỔ 7, KHU MINH TIẾN A|||Tổ 7, Khu Minh Tiến A|||Vincommerce|||P. Cảm Bình, TP. Cảm Phả, QNH|||Ngày bán: 14/08/2020 11:54|||TỔNG TIỀN PHẢI T.TOÁN|||8,800"
mcocr_val_145115ialuk.jpg,0.7200117303686462,"VM QUNG 1900 Tràn Phú|||Số 590 Trản Phú, P. Cảm Thủy|||Vincommerce|||TP. Cảm Phà, Quảng Ninh|||Ngày bán: 15/08/2020 10:09|||TỔNG TIỀN PHẢI T.TOÁN|||214,836"
mcocr_val_145115vmgii.jpg,0.7399418216271749,"NGÀNH 1060-1062 Trân Phu|||sả 1060-1002 Đường Tran Pha|||TP Càm Phả, Quảng Ninh|||VinCommerce|||Ngày bán: 15/08/2020 09:51"
mcocr_val_145115bwind.jpg,0.8341029894684514,off|||8|||3
mcocr_val_145115bgjwm.jpg,0.7317248862182288,"Basses|||Đ/(A Id): TMO2 N03T5 Khu Đoàn Ngoại Giao, P Xuân Tào|||Tổng giá trị tr:|||01/08/2020|||199,000"
mcocr_val_145115eugvg.jpg,0.8893912629793825,NHÀ SÁCH GI-TC CẨM PHẢ|||Đo: 212 Đường Trần Phú-Cầm Phả|||DT 0333303328 - Fax 0333803328|||Tổng số thanh toán.|||72.000đ
mcocr_val_145115bsuyk.jpg,0.6277928430103232,"INTURIANTING|||Tổng cộng:|||87,000"
mcocr_val_145115jdexd.jpg,0.8459279245685245,"MINIMART ANAN|||Tổng tiền:|||172,002"
mcocr_val_145114lxzmm.jpg,0.5942940698721214,"MINIMART ANAN|||Chợ Sủi Phú Thị Gia Làm|||Tổng cộng:|||40,000"
mcocr_val_145115zadxu.jpg,0.9444750723734288,MINIMARTANAN|||Chợ Sủi Phú Thị Gia Lâm|||Tổng số:|||120
mcocr_val_145115aqmhw.jpg,0.7144821895058405,"Minh Ca Ti Khu Minh Tiến Anh|||177, vu trinh Tiến A|||Uncommerce|||P. Côm Bình Tr Cầm Kma, Canh|||Ngày: 12/08/2020"
mcocr_val_145115kkuee.jpg,0.867367217156202,"error|||Ngay: 19/09/2019|||Tong so tien thanh toan:|||32,200,00"
